date,vaccine,total_vaccinations,location
2021-06-25,Oxford/AstraZeneca,8560763,Italy
2021-06-26,Pfizer/BioNTech,35146856,Italy
2021-06-26,Oxford/AstraZeneca,8612769,Italy
2021-06-26,Moderna,4744839,Italy
2021-06-26,Johnson&Johnson,1217199,Italy
2021-06-27,Johnson&Johnson,1220461,Italy
2021-06-27,Moderna,4792478,Italy
2021-06-27,Oxford/AstraZeneca,8654895,Italy
2021-06-27,Pfizer/BioNTech,35484452,Italy
2021-06-28,Oxford/AstraZeneca,8722482,Italy
2021-06-28,Pfizer/BioNTech,35910862,Italy
2021-06-28,Johnson&Johnson,1224432,Italy
2021-06-28,Moderna,4851599,Italy
2021-06-29,Johnson&Johnson,1228050,Italy
2021-06-29,Moderna,4926453,Italy
2021-06-29,Oxford/AstraZeneca,8817320,Italy
2021-06-29,Pfizer/BioNTech,36298054,Italy
2021-06-30,Johnson&Johnson,1232813,Italy
2021-06-30,Moderna,4995219,Italy
2021-06-30,Oxford/AstraZeneca,8922085,Italy
2021-06-30,Pfizer/BioNTech,36689990,Italy
2021-07-01,Oxford/AstraZeneca,9006478,Italy
2021-07-01,Pfizer/BioNTech,37115522,Italy
2021-07-01,Moderna,5045574,Italy
2021-07-01,Johnson&Johnson,1237815,Italy
2021-07-02,Johnson&Johnson,1241960,Italy
2021-07-02,Moderna,5096864,Italy
2021-07-02,Oxford/AstraZeneca,9092138,Italy
2021-07-02,Pfizer/BioNTech,37526251,Italy
2021-07-03,Johnson&Johnson,1244578,Italy
2021-07-03,Moderna,5149691,Italy
2021-07-03,Oxford/AstraZeneca,9174417,Italy
2021-07-03,Pfizer/BioNTech,37912946,Italy
2021-07-04,Pfizer/BioNTech,38217936,Italy
2021-07-04,Oxford/AstraZeneca,9238981,Italy
2021-07-04,Johnson&Johnson,1246938,Italy
2021-07-04,Moderna,5189909,Italy
2021-07-05,Johnson&Johnson,1251096,Italy
2021-07-05,Moderna,5271682,Italy
2021-07-05,Oxford/AstraZeneca,9326235,Italy
2021-07-05,Pfizer/BioNTech,38580806,Italy
2021-07-06,Oxford/AstraZeneca,9416639,Italy
2021-07-06,Pfizer/BioNTech,38942624,Italy
2021-07-06,Moderna,5344434,Italy
2021-07-06,Johnson&Johnson,1255029,Italy
2021-07-07,Johnson&Johnson,1258193,Italy
2021-07-07,Moderna,5413422,Italy
2021-07-07,Oxford/AstraZeneca,9523503,Italy
2021-07-07,Pfizer/BioNTech,39304014,Italy
2021-07-08,Johnson&Johnson,1261343,Italy
2021-07-08,Moderna,5460636,Italy
2021-07-08,Oxford/AstraZeneca,9619818,Italy
2021-07-08,Pfizer/BioNTech,39729356,Italy
2021-07-09,Pfizer/BioNTech,40157128,Italy
2021-07-09,Johnson&Johnson,1264153,Italy
2021-07-09,Moderna,5510197,Italy
2021-07-09,Oxford/AstraZeneca,9722477,Italy
2021-07-10,Oxford/AstraZeneca,9822423,Italy
2021-07-10,Pfizer/BioNTech,40574144,Italy
2021-07-10,Johnson&Johnson,1265985,Italy
2021-07-10,Moderna,5550954,Italy
2021-07-11,Moderna,5580712,Italy
2021-07-11,Oxford/AstraZeneca,9884205,Italy
2021-07-11,Johnson&Johnson,1267590,Italy
2021-07-11,Pfizer/BioNTech,40883530,Italy
