date,vaccine,total_vaccinations,location
2021-06-10,Moderna,170117,Lithuania
2021-06-10,Oxford/AstraZeneca,370680,Lithuania
2021-06-10,Pfizer/BioNTech,1308666,Lithuania
2021-06-11,Pfizer/BioNTech,1324844,Lithuania
2021-06-11,Oxford/AstraZeneca,372678,Lithuania
2021-06-11,Johnson&Johnson,64938,Lithuania
2021-06-11,Moderna,173105,Lithuania
2021-06-12,Johnson&Johnson,66866,Lithuania
2021-06-12,Moderna,173340,Lithuania
2021-06-12,Oxford/AstraZeneca,372947,Lithuania
2021-06-12,Pfizer/BioNTech,1329262,Lithuania
2021-06-13,Pfizer/BioNTech,1330221,Lithuania
2021-06-13,Oxford/AstraZeneca,373024,Lithuania
2021-06-13,Johnson&Johnson,72902,Lithuania
2021-06-13,Moderna,173475,Lithuania
2021-06-14,Johnson&Johnson,74240,Lithuania
2021-06-14,Moderna,182451,Lithuania
2021-06-14,Oxford/AstraZeneca,378145,Lithuania
2021-06-14,Pfizer/BioNTech,1335010,Lithuania
2021-06-15,Oxford/AstraZeneca,381062,Lithuania
2021-06-15,Johnson&Johnson,78088,Lithuania
2021-06-15,Moderna,184528,Lithuania
2021-06-15,Pfizer/BioNTech,1352241,Lithuania
